gp,min,pts,fg,3p_made,3p,ftm,ft,oreb,dreb,ast,stl,blk,tov,target_5yrs,points_per_minute,efficiency_rating
51,13.8,5.6,51.4,0.2,18.2,1.0,68.9,1.2,1.4,0.6,0.4,0.8,0.6,0,0.40579710144927533,9.4
76,11.5,3.0,39.3,0.3,27.9,0.2,69.6,0.3,0.9,0.9,0.1,0.1,0.8,1,0.2608695652173913,4.5
39,11.3,4.1,43.1,0.1,25.0,0.7,68.4,0.5,0.8,0.2,0.2,0.5,0.5,0,0.3628318584070796,5.9
46,10.4,3.7,52.1,0.0,0.0,0.5,50.0,0.7,1.6,0.5,0.1,0.3,0.6,1,0.3557692307692308,6.3
50,10.3,3.7,41.2,0.4,36.1,0.4,80.8,0.2,0.7,1.7,0.3,0.0,1.1,1,0.3592233009708738,5.5
42,10.4,3.3,44.9,0.5,42.6,0.3,64.7,0.1,1.0,0.6,0.2,0.3,0.5,1,0.3173076923076923,5.0
48,9.3,1.9,29.2,0.0,0.0,0.5,59.0,0.7,1.4,0.2,0.2,0.4,0.5,0,0.2043010752688172,4.300000000000001
64,7.9,2.1,41.4,0.2,32.3,0.4,74.3,0.3,0.7,0.7,0.3,0.1,0.5,1,0.26582278481012656,3.5999999999999996
36,7.6,2.6,37.9,0.2,28.0,0.2,70.0,0.2,0.6,0.4,0.4,0.1,0.6,0,0.34210526315789475,3.7999999999999994
53,6.3,2.4,50.0,0.1,33.3,0.1,35.0,0.3,0.7,0.2,0.3,0.0,0.4,0,0.38095238095238093,3.5
57,12.2,5.0,41.0,0.6,32.4,0.3,79.2,0.2,1.3,1.9,0.6,0.1,0.8,0,0.4098360655737705,8.299999999999999
19,5.8,1.6,29.7,0.3,35.7,0.2,75.0,0.1,0.4,0.6,0.1,0.1,0.1,0,0.27586206896551724,2.7
78,39.7,14.4,42.9,1.3,37.3,2.5,70.0,2.3,3.1,2.8,1.6,1.0,2.0,1,0.36272040302267,23.200000000000003
80,32.9,14.4,42.6,1.0,33.3,1.8,67.1,1.6,2.7,3.0,1.3,0.4,2.0,1,0.4376899696048632,21.4
80,30.5,9.4,38.0,0.5,24.0,1.6,70.4,1.0,2.8,8.1,1.7,0.5,3.4,1,0.3081967213114754,20.000000000000004
77,29.4,9.2,41.9,0.8,32.3,1.4,67.5,0.4,2.1,4.3,1.2,0.1,2.0,1,0.3129251700680272,15.399999999999999
78,28.7,8.7,42.5,0.8,36.4,1.1,76.3,0.8,2.4,2.2,0.7,0.6,1.3,1,0.30313588850174217,14.199999999999998
55,11.8,3.8,40.6,0.4,26.5,0.8,80.0,0.3,2.1,0.5,0.3,0.5,0.4,0,0.3220338983050847,7.099999999999999
73,26.0,8.8,36.6,1.2,33.0,0.9,74.4,1.6,4.1,0.7,0.2,1.8,0.6,1,0.3384615384615385,16.599999999999998
77,24.9,7.5,43.0,0.5,29.2,0.5,77.4,1.0,2.4,2.3,0.8,0.3,0.9,1,0.30120481927710846,13.300000000000002
47,24.6,10.9,45.3,0.8,34.5,2.6,77.5,0.9,1.9,3.7,1.5,0.2,2.1,1,0.4430894308943089,16.999999999999996
79,24.3,9.4,45.7,0.2,23.2,2.4,71.3,1.1,2.6,1.8,0.8,0.6,1.4,1,0.3868312757201646,14.900000000000004
67,22.8,7.2,40.0,0.1,12.1,1.7,83.8,0.7,1.7,3.0,1.4,0.1,1.4,1,0.3157894736842105,12.7
70,20.6,6.4,46.1,0.0,0.0,1.9,74.0,2.0,2.3,0.8,0.4,0.3,0.8,1,0.3106796116504854,11.300000000000002
62,20.4,5.1,49.3,0.0,0.0,1.6,60.6,2.3,2.9,0.5,0.3,1.5,0.8,1,0.25,11.8
71,19.6,6.1,49.7,0.0,0.0,1.9,60.4,1.6,3.2,0.8,0.4,1.3,1.4,1,0.3112244897959183,12.0
77,18.3,4.5,42.1,0.0,50.0,1.5,70.1,1.7,2.2,1.1,0.4,0.6,0.9,1,0.2459016393442623,9.6
82,17.7,5.9,42.1,0.0,33.3,1.5,77.6,1.2,2.7,0.9,0.4,0.3,1.0,1,0.33333333333333337,10.400000000000002
68,16.3,3.8,38.4,0.2,19.2,0.3,64.3,1.1,2.0,0.9,0.3,0.4,0.7,0,0.2331288343558282,7.800000000000002
72,16.0,6.7,50.1,0.0,0.0,1.5,65.6,1.5,2.2,0.3,0.2,0.7,1.0,1,0.41875,10.7
36,15.6,5.3,36.7,0.2,25.9,1.0,78.3,0.5,1.0,3.0,0.9,0.0,1.5,0,0.33974358974358976,9.1
64,15.1,3.6,45.3,0.3,36.4,0.4,63.9,0.5,0.8,2.0,0.9,0.1,0.8,1,0.2384105960264901,7.1000000000000005
57,14.3,4.5,38.7,0.0,0.0,1.2,70.7,1.1,2.4,0.8,0.3,0.5,0.8,1,0.3146853146853147,8.8
62,14.1,5.2,34.1,0.7,28.4,0.8,67.1,0.2,0.9,1.5,0.6,0.1,1.0,0,0.3687943262411348,7.5
35,11.3,2.4,35.0,0.3,24.5,0.5,72.7,0.1,1.3,1.1,0.3,0.1,0.7,0,0.21238938053097342,4.6
47,13.1,4.3,53.6,0.0,0.0,0.9,55.4,1.2,2.7,0.1,0.4,0.7,0.6,1,0.3282442748091603,8.799999999999999
40,10.1,3.1,42.6,0.1,33.3,0.5,75.0,0.3,0.8,1.8,0.5,0.1,1.0,0,0.3069306930693069,5.6
53,9.7,3.6,45.6,0.0,0.0,1.0,58.5,0.8,1.1,0.1,0.1,0.8,0.3,1,0.3711340206185567,6.1
60,8.6,1.8,34.4,0.0,0.0,0.7,73.3,0.8,1.3,0.4,0.3,0.6,0.6,1,0.20930232558139536,4.5
53,8.5,3.1,51.7,0.0,0.0,0.8,73.7,0.6,1.4,0.1,0.1,0.1,0.6,0,0.3647058823529412,4.799999999999999
54,8.0,3.2,42.9,0.0,0.0,0.4,50.0,0.9,0.7,0.5,0.3,0.1,0.4,1,0.4,5.3
21,7.4,3.8,38.2,0.7,38.5,0.6,92.3,0.1,0.4,1.2,0.2,0.0,0.5,0,0.5135135135135135,5.2
41,5.8,2.8,44.9,0.0,0.0,0.4,66.7,0.8,0.9,0.3,0.2,0.1,0.4,1,0.48275862068965514,4.699999999999999
35,5.6,1.8,31.8,0.1,29.4,0.1,50.0,0.3,0.2,0.2,0.2,0.0,0.2,0,0.32142857142857145,2.5
39,10.9,4.7,57.1,0.0,0.0,0.8,54.5,1.3,1.9,0.3,0.1,0.8,0.4,0,0.43119266055045874,8.600000000000001
68,33.4,12.0,44.5,0.0,9.1,1.8,63.0,2.0,5.4,1.9,1.1,1.7,2.0,1,0.3592814371257485,22.099999999999998
48,29.4,13.2,46.7,0.1,21.7,3.2,80.2,2.5,5.0,1.2,0.7,0.6,1.9,1,0.4489795918367347,21.3
82,29.1,11.9,43.6,1.8,40.7,1.1,71.1,0.8,3.2,1.7,0.6,0.2,1.2,1,0.40893470790378006,17.200000000000003
81,26.3,9.4,50.5,0.0,5.3,1.5,52.1,1.6,4.3,1.2,0.6,1.5,1.8,1,0.3574144486692015,16.8
80,22.6,9.3,43.1,0.8,38.2,1.3,71.7,1.4,1.8,1.3,0.8,0.3,1.0,1,0.4115044247787611,13.900000000000002
51,22.5,8.6,38.9,0.0,0.0,1.8,66.7,1.7,2.0,1.2,0.9,0.1,1.2,0,0.3822222222222222,13.3
72,21.9,9.5,43.0,0.1,25.6,1.6,72.7,1.1,3.3,1.1,0.4,0.3,1.7,1,0.4337899543378996,13.900000000000002
77,21.6,8.2,42.5,0.7,33.5,1.3,71.9,0.5,2.2,1.8,1.1,0.2,1.7,1,0.3796296296296296,12.299999999999999
65,21.3,9.5,41.7,0.3,37.0,1.9,82.0,0.6,1.6,1.0,0.7,0.1,1.1,0,0.4460093896713615,12.399999999999999
59,19.8,7.6,44.2,0.0,0.0,1.7,79.4,1.8,2.9,0.3,0.3,0.9,1.4,1,0.3838383838383838,12.400000000000002
63,10.7,3.7,42.7,0.4,31.6,0.5,63.3,0.4,1.7,0.2,0.3,0.1,0.5,0,0.3457943925233645,5.9
78,19.5,5.9,43.1,0.2,26.9,0.9,73.6,0.9,2.3,0.8,0.5,0.3,0.7,1,0.3025641025641026,10.000000000000004
50,18.7,6.3,37.0,0.6,33.3,1.1,77.8,0.4,1.2,2.9,1.0,0.0,1.1,0,0.33689839572192515,10.700000000000001
76,17.9,8.1,44.2,0.7,33.1,1.3,62.7,1.4,2.0,0.8,0.6,0.1,0.8,1,0.45251396648044695,12.2
64,17.2,3.9,50.5,0.0,0.0,0.7,69.7,1.5,2.1,0.5,0.6,1.2,1.0,1,0.22674418604651164,8.799999999999999
61,17.2,4.6,35.2,0.7,35.0,0.4,79.4,0.1,1.3,2.3,0.7,0.2,1.4,1,0.26744186046511625,7.899999999999997
78,16.8,5.1,37.4,0.5,32.3,0.8,73.6,0.7,1.6,0.8,0.6,0.4,1.2,1,0.30357142857142855,7.999999999999999
80,16.4,4.9,45.1,0.0,0.0,1.1,60.3,1.4,2.2,0.4,0.8,1.0,0.8,1,0.2987804878048781,9.9
76,16.3,5.9,40.9,0.4,35.0,1.6,69.8,0.1,1.1,2.3,0.5,0.1,1.2,1,0.3619631901840491,8.8
78,16.3,5.4,40.0,0.1,29.4,1.2,70.8,0.3,1.4,2.7,0.6,0.0,1.8,1,0.33128834355828224,8.6
53,16.1,5.0,41.4,1.0,39.6,0.5,90.3,0.2,1.0,1.3,0.4,0.0,0.6,0,0.3105590062111801,7.300000000000001
42,11.2,3.9,48.5,0.0,0.0,0.8,74.4,0.7,1.5,0.6,0.2,0.1,0.6,1,0.34821428571428575,6.3999999999999995
50,11.0,5.0,42.1,0.4,34.5,0.5,68.6,0.1,0.7,1.0,0.3,0.0,0.7,1,0.45454545454545453,6.3999999999999995
55,10.8,4.8,50.5,0.0,16.7,0.8,72.4,0.7,0.7,0.7,0.5,0.1,0.8,0,0.4444444444444444,6.699999999999999
54,10.8,3.1,47.8,0.0,0.0,0.8,68.9,0.6,1.2,0.2,0.3,0.4,0.9,0,0.28703703703703703,5.0
25,22.6,6.7,41.3,0.5,28.3,0.9,76.7,0.2,2.0,3.0,0.7,0.5,2.2,0,0.29646017699115046,10.899999999999999
38,10.1,4.0,39.7,0.5,38.0,0.8,72.5,0.1,1.1,0.7,0.2,0.0,0.5,0,0.39603960396039606,5.6000000000000005
70,9.2,2.0,48.7,0.0,100.0,0.4,70.3,1.1,1.1,0.3,0.1,0.1,0.4,1,0.2173913043478261,4.299999999999999
40,7.3,2.2,34.1,0.0,8.3,0.7,68.4,0.2,0.5,0.5,0.3,0.1,0.7,1,0.30136986301369867,3.1000000000000005
81,37.0,20.1,48.2,0.0,0.0,4.5,68.5,4.3,5.7,1.9,0.8,1.6,2.8,1,0.5432432432432432,31.599999999999998
76,36.4,16.6,43.8,0.8,36.0,4.0,71.9,2.1,5.7,4.2,1.2,1.3,3.4,1,0.4560439560439561,27.700000000000003
77,36.1,18.0,44.5,1.4,34.5,3.7,78.6,2.0,3.3,6.6,1.5,0.4,4.0,1,0.4986149584487534,27.799999999999997
72,31.1,12.0,40.7,0.8,31.4,2.6,67.4,0.9,3.4,2.8,1.6,0.5,2.3,1,0.3858520900321543,18.900000000000002
73,29.7,11.6,51.1,0.4,35.9,1.8,82.6,1.2,2.5,2.8,0.8,0.3,1.1,0,0.39057239057239057,18.1
72,26.8,6.7,42.4,0.2,28.1,1.7,75.3,1.8,3.4,2.5,1.6,0.2,1.3,1,0.25,14.899999999999999
82,25.5,11.1,44.9,0.1,20.4,2.8,77.4,1.0,2.4,5.8,1.0,0.2,2.0,1,0.43529411764705883,19.5
81,25.3,8.2,42.9,1.0,37.3,1.5,80.0,1.0,2.9,1.8,1.2,0.4,1.2,1,0.32411067193675885,14.3
72,25.0,8.3,39.9,0.4,26.2,1.9,66.0,2.0,4.0,1.6,0.8,0.3,1.6,1,0.332,15.500000000000002
51,24.7,10.2,47.1,0.1,18.2,1.4,84.7,2.1,4.5,1.4,0.8,1.0,1.0,1,0.4129554655870445,18.9
75,23.9,9.4,40.5,0.7,32.5,1.7,75.1,0.8,1.7,3.3,1.2,0.2,1.8,0,0.39330543933054396,14.799999999999997
79,23.5,6.3,39.5,0.0,13.0,1.2,75.0,0.6,1.9,4.8,1.2,0.1,2.2,1,0.2680851063829787,12.7
81,23.3,8.1,41.5,0.6,29.3,1.4,80.7,0.3,1.8,4.3,1.1,0.1,1.9,1,0.34763948497854075,13.699999999999998
82,19.8,9.5,42.4,0.7,35.0,1.2,72.9,0.2,1.3,3.7,0.6,0.0,1.7,1,0.4797979797979798,13.6
71,19.3,9.0,42.0,0.4,36.4,1.5,77.4,0.5,1.3,1.5,0.4,0.1,1.2,1,0.46632124352331605,11.600000000000001
48,19.2,5.7,47.6,0.2,38.5,0.9,68.3,1.2,2.5,1.1,0.8,0.4,0.8,1,0.296875,10.8
45,32.4,11.8,39.9,1.4,35.2,1.4,80.8,0.8,3.4,3.3,1.2,0.3,1.4,0,0.3641975308641976,19.400000000000002
82,18.6,5.9,42.0,0.3,22.5,1.2,63.4,0.6,1.4,3.8,1.2,0.2,1.7,1,0.3172043010752688,11.399999999999999
77,17.8,8.4,47.8,0.0,18.2,2.5,75.1,1.6,2.3,0.8,0.3,0.3,1.8,1,0.47191011235955055,11.900000000000002
67,16.6,7.0,54.9,0.0,0.0,0.7,73.4,0.8,1.9,0.5,0.7,0.4,0.6,1,0.4216867469879518,10.7
71,13.7,2.2,42.0,0.0,0.0,0.6,48.9,1.6,1.9,0.6,0.4,0.4,0.8,1,0.16058394160583944,6.300000000000001
45,13.3,3.1,36.3,0.5,35.8,0.6,67.5,0.3,0.9,2.5,0.3,0.0,0.9,0,0.23308270676691728,6.199999999999999
74,12.1,3.8,37.2,0.3,36.5,0.5,73.1,0.6,0.9,0.5,0.3,0.2,0.6,0,0.3140495867768595,5.7
52,11.3,2.5,39.3,0.0,11.1,0.7,71.7,1.4,0.8,0.4,0.8,0.3,0.3,1,0.22123893805309733,5.9
46,9.2,2.7,42.6,0.0,0.0,0.5,63.2,0.5,1.4,0.3,0.3,0.2,0.5,0,0.29347826086956524,4.8
47,9.2,2.6,31.4,0.3,29.5,0.4,70.4,0.5,1.4,0.5,0.3,0.2,0.5,1,0.28260869565217395,5.0
75,30.8,9.9,46.2,0.0,0.0,1.9,60.9,2.5,5.7,1.7,1.8,1.9,1.9,0,0.32142857142857145,21.5
40,8.9,2.2,39.8,0.0,0.0,0.5,46.3,0.8,1.2,0.2,0.1,0.9,0.3,0,0.24719101123595508,5.1000000000000005
59,8.2,2.6,30.9,0.3,28.6,0.4,66.7,0.1,0.5,1.5,0.2,0.0,0.7,0,0.3170731707317074,4.3
53,7.4,2.0,43.9,0.0,0.0,0.4,59.5,0.3,0.6,0.9,0.4,0.0,0.8,1,0.27027027027027023,3.5
49,7.0,3.2,38.9,0.3,34.0,0.6,65.9,0.6,0.9,0.2,0.2,0.1,0.4,1,0.4571428571428572,4.8
22,6.0,1.5,40.6,0.0,0.0,0.4,66.7,0.5,1.0,0.0,0.2,0.1,0.5,0,0.25,2.8000000000000003
50,36.1,12.8,37.4,2.0,31.0,1.6,75.2,0.3,2.8,6.0,1.9,0.0,2.9,1,0.3545706371191136,20.9
50,35.2,18.3,45.0,0.4,28.8,4.1,76.1,1.9,3.8,3.0,1.1,1.5,2.2,1,0.5198863636363636,27.400000000000002
50,35.2,13.2,43.0,0.3,20.3,2.5,75.1,0.6,2.1,6.5,1.6,0.1,2.9,1,0.37499999999999994,21.200000000000003
48,34.0,16.5,43.9,1.8,41.2,2.9,71.3,2.4,4.0,2.4,1.7,1.0,2.4,1,0.4852941176470588,25.599999999999998
82,30.4,8.9,42.5,0.1,26.2,1.4,55.1,1.3,3.0,6.5,1.7,0.2,2.5,0,0.2927631578947369,19.099999999999998
50,31.2,10.9,46.5,1.4,43.3,0.9,63.9,0.5,1.1,1.9,0.5,0.2,1.3,1,0.3493589743589744,13.899999999999999
28,30.4,6.3,50.0,0.0,0.0,1.5,71.7,4.0,6.3,0.9,0.9,0.6,1.2,1,0.20723684210526316,17.8
41,15.2,3.7,35.7,0.1,35.7,0.8,50.7,2.0,3.2,0.6,0.4,0.3,0.8,1,0.24342105263157898,9.4
49,29.7,9.9,42.5,1.1,35.8,1.8,81.8,0.4,1.8,2.5,0.9,0.5,1.6,1,0.33333333333333337,14.500000000000002
50,25.8,10.1,44.9,0.7,36.5,2.1,78.2,1.1,2.4,1.6,1.5,0.4,1.1,0,0.39147286821705424,15.999999999999998
47,22.5,9.6,45.2,0.1,30.0,1.9,58.8,2.8,3.6,0.7,0.8,0.3,1.4,1,0.42666666666666664,16.400000000000002
50,22.3,8.2,46.3,0.2,40.0,2.0,71.3,1.8,2.5,0.9,0.6,0.1,1.5,1,0.3677130044843049,12.6
25,29.5,12.3,49.0,0.2,25.0,1.8,69.7,2.0,3.5,1.7,1.2,0.2,1.9,0,0.4169491525423729,19.0
50,19.8,9.1,41.1,0.2,15.4,2.1,70.9,1.7,2.1,1.5,0.9,0.3,1.4,1,0.45959595959595956,14.2
49,16.0,5.3,53.7,0.0,0.0,0.9,53.8,1.6,2.1,0.8,0.9,0.9,0.9,1,0.33125,10.700000000000001
49,15.9,6.2,46.8,0.0,0.0,1.1,67.5,1.3,1.7,0.4,0.4,0.3,0.5,1,0.389937106918239,9.8
42,14.9,4.1,32.9,0.1,16.7,0.6,75.0,0.2,1.0,1.6,0.5,0.2,1.1,0,0.2751677852348993,6.5
28,14.6,3.3,45.0,0.0,0.0,0.8,56.8,1.3,2.1,0.4,0.4,1.1,0.8,1,0.22602739726027396,7.8
24,14.3,5.2,36.1,1.0,40.3,0.6,82.4,0.3,1.6,1.8,0.5,0.0,0.7,1,0.36363636363636365,8.600000000000001
39,13.8,5.6,50.0,0.2,38.9,1.0,71.4,0.7,1.3,0.5,0.2,0.1,0.5,1,0.40579710144927533,7.799999999999999
67,27.0,7.8,36.7,1.4,33.5,1.2,64.6,0.9,2.4,3.1,1.5,0.3,1.3,0,0.28888888888888886,14.7
34,13.0,3.5,36.4,0.5,32.7,0.2,100.0,0.1,0.9,1.5,0.3,0.1,0.9,1,0.2692307692307692,5.3999999999999995
26,12.7,5.1,73.7,0.0,0.0,0.8,50.0,1.0,2.0,0.2,0.4,0.8,0.4,1,0.4015748031496063,9.1
38,12.3,6.3,56.5,0.0,50.0,2.1,79.4,0.9,2.2,0.6,0.2,0.5,0.8,1,0.5121951219512195,9.899999999999999
46,12.1,4.5,40.5,0.0,16.7,1.0,76.3,0.9,1.0,1.3,0.7,0.1,1.2,1,0.37190082644628103,7.199999999999998
30,11.0,3.2,36.5,0.1,40.0,0.8,55.6,0.7,0.9,0.7,0.3,0.1,0.6,0,0.29090909090909095,5.300000000000001
31,10.3,3.8,37.6,0.1,21.4,0.9,67.5,0.5,0.8,0.3,0.3,0.3,0.7,0,0.3689320388349514,5.299999999999999
34,10.2,4.8,38.0,0.0,10.0,1.1,82.2,0.4,1.1,0.4,0.1,0.0,0.7,0,0.47058823529411764,6.1
22,10.0,3.0,38.0,0.1,16.7,0.1,66.7,0.3,0.5,1.5,0.3,0.0,0.9,1,0.3,4.699999999999999
27,9.2,2.9,39.5,0.0,20.0,0.3,69.2,0.9,1.1,0.5,0.3,0.1,0.4,0,0.31521739130434784,5.3999999999999995
24,8.5,2.1,29.4,0.3,26.1,0.6,75.0,0.1,0.8,0.8,0.2,0.0,0.5,0,0.24705882352941178,3.5
59,25.0,11.9,44.8,0.6,31.4,2.2,82.9,0.9,2.3,3.5,0.9,0.2,1.6,0,0.47600000000000003,18.099999999999998
35,8.1,3.3,44.3,0.0,0.0,0.8,77.8,0.9,1.0,0.4,0.5,0.2,0.6,0,0.4074074074074074,5.7
33,7.2,2.4,37.1,0.1,30.0,0.3,78.6,0.2,0.5,0.9,0.1,0.0,0.7,0,0.3333333333333333,3.3999999999999995
24,6.0,2.7,41.2,0.0,16.7,0.9,71.0,0.7,0.5,0.1,0.2,0.1,0.5,1,0.45,3.8999999999999995
26,4.7,1.6,35.7,0.0,0.0,0.5,57.1,0.7,0.7,0.1,0.2,0.1,0.5,1,0.3404255319148936,2.9000000000000004
62,37.5,19.7,42.6,1.1,30.8,4.2,84.6,2.3,4.3,1.7,1.0,0.4,2.6,1,0.5253333333333333,26.799999999999994
80,33.3,15.3,45.0,0.0,10.7,2.4,83.9,1.4,2.1,2.2,1.6,0.2,1.6,1,0.45945945945945954,21.2
80,31.0,9.0,44.1,0.0,0.0,2.5,80.1,0.8,2.3,8.2,2.5,0.2,2.4,1,0.2903225806451613,20.7
82,30.8,10.1,48.0,0.0,0.0,1.7,71.6,0.9,3.1,2.0,1.2,0.6,2.0,1,0.3279220779220779,15.900000000000002
82,30.8,10.1,48.0,0.0,0.0,1.7,71.6,0.9,3.1,2.0,1.2,0.6,2.0,0,0.3279220779220779,15.900000000000002
68,30.0,11.6,39.2,0.3,25.9,2.2,81.4,1.1,3.3,4.7,1.5,0.2,2.7,1,0.38666666666666666,19.7
77,24.7,10.1,42.2,0.7,34.1,1.9,84.2,0.4,2.4,3.6,0.7,0.1,2.5,0,0.4089068825910931,14.8
77,29.4,7.5,37.1,0.5,32.8,1.0,72.7,0.7,1.6,4.3,0.8,0.1,1.6,1,0.25510204081632654,13.3
66,27.9,11.7,40.8,0.3,20.2,4.2,87.3,0.8,2.0,3.4,1.3,0.2,1.9,1,0.41935483870967744,17.5
80,27.7,11.2,37.4,1.3,32.9,2.8,85.0,0.8,1.6,3.9,1.3,0.1,2.2,1,0.4043321299638989,16.700000000000003
74,26.4,7.8,41.6,0.1,21.2,1.5,65.9,0.3,1.6,4.5,0.7,0.1,2.2,1,0.29545454545454547,12.799999999999997
66,23.3,7.7,40.4,0.7,32.1,1.0,78.3,0.7,1.2,1.2,0.8,0.4,1.1,0,0.33047210300429186,10.9
65,23.2,8.4,44.6,0.0,21.4,1.1,70.2,2.1,3.3,0.9,0.8,1.1,1.5,1,0.3620689655172414,15.100000000000001
77,23.1,11.0,44.7,0.8,36.3,2.2,74.0,1.4,2.4,1.2,0.7,0.2,1.5,1,0.47619047619047616,15.299999999999997
80,22.6,10.2,45.2,0.0,33.3,3.3,77.6,2.3,3.3,1.0,0.6,0.4,2.0,1,0.4513274336283185,15.799999999999997
71,21.3,11.5,47.6,0.0,0.0,2.4,70.9,1.7,2.5,0.7,0.5,0.6,1.5,1,0.539906103286385,16.0
52,21.0,9.5,49.0,0.0,14.3,2.1,67.9,1.5,3.0,1.2,0.4,0.3,1.2,1,0.4523809523809524,14.700000000000001
54,19.8,6.0,44.3,0.2,32.1,1.2,72.2,0.4,1.1,1.9,0.7,0.1,1.1,1,0.30303030303030304,9.1
58,18.4,5.8,36.7,0.0,25.0,1.9,61.7,0.5,0.7,1.9,1.1,0.2,1.7,0,0.31521739130434784,8.5
64,18.4,7.0,45.0,0.2,34.1,1.2,71.2,1.6,2.6,1.5,0.8,0.9,1.0,1,0.3804347826086957,13.4
38,16.4,4.3,34.8,0.6,36.1,1.1,67.7,0.4,1.1,2.6,0.7,0.1,1.4,1,0.2621951219512195,7.799999999999999
38,13.9,6.4,40.7,0.8,37.7,0.9,62.1,0.7,1.7,0.9,0.5,0.2,1.3,0,0.460431654676259,9.1
74,13.6,3.8,42.8,0.0,0.0,1.2,68.8,1.2,2.2,0.3,0.4,1.3,0.6,1,0.27941176470588236,8.6
34,21.1,6.4,43.9,1.0,39.8,0.1,57.1,0.5,3.1,1.3,0.6,0.5,1.1,0,0.3033175355450237,11.3
32,23.1,6.7,41.4,0.0,11.1,0.9,65.2,1.5,3.6,0.9,0.6,0.3,1.4,0,0.29004329004329005,12.200000000000001
58,12.8,4.0,44.9,0.0,0.0,0.8,59.7,1.1,1.8,0.3,0.2,1.4,0.7,0,0.3125,8.100000000000001
35,12.3,3.5,37.8,0.0,0.0,1.4,70.0,0.3,0.9,1.9,0.4,0.0,1.3,1,0.2845528455284553,5.6000000000000005
39,10.1,3.3,41.4,0.0,16.7,0.8,72.1,0.6,1.2,0.9,0.4,0.1,0.8,0,0.32673267326732675,5.6000000000000005
54,9.9,2.8,48.7,0.0,0.0,0.8,75.9,0.9,1.1,0.3,0.4,0.2,0.8,1,0.2828282828282828,4.9
39,9.4,3.5,47.1,0.0,0.0,0.6,52.2,1.4,1.0,0.5,0.5,0.1,0.8,0,0.3723404255319149,6.2
45,9.3,3.1,36.1,0.1,37.5,1.1,70.6,0.1,0.8,1.9,0.2,0.0,1.2,1,0.3333333333333333,4.800000000000001
38,7.7,1.4,32.9,0.1,28.6,0.1,42.9,0.2,0.4,1.2,0.6,0.1,0.7,0,0.1818181818181818,3.2
40,6.4,3.8,41.8,0.0,33.3,1.4,83.8,0.5,0.5,0.2,0.3,0.2,0.5,1,0.5937499999999999,5.0
37,5.3,1.9,39.7,0.2,32.1,0.4,65.0,0.2,0.5,0.5,0.3,0.1,0.3,1,0.3584905660377358,3.1999999999999997
76,40.1,23.5,41.6,2.0,34.1,5.0,70.2,1.5,2.6,7.5,2.1,0.3,4.4,1,0.5860349127182045,33.1
82,36.7,16.4,42.6,1.9,37.7,2.1,77.1,1.3,2.6,3.0,1.9,0.4,1.6,1,0.4468664850136239,23.999999999999993
82,36.2,17.5,42.5,0.6,32.7,2.8,63.1,3.5,5.5,3.2,1.3,0.7,2.8,1,0.48342541436464087,28.9
80,35.0,18.7,45.3,0.1,25.9,4.8,74.6,2.7,4.2,2.2,1.0,1.0,2.8,1,0.5342857142857143,27.0
67,34.7,15.8,40.8,1.5,35.4,3.7,72.7,0.8,1.9,7.8,1.0,0.3,3.1,1,0.4553314121037464,24.5
82,30.9,13.4,43.0,1.4,39.3,2.5,82.3,1.2,2.8,2.6,0.9,0.1,1.8,1,0.4336569579288026,19.2
63,30.1,14.8,48.2,0.0,14.3,2.9,69.3,2.1,4.2,1.5,1.1,2.1,2.1,1,0.49169435215946844,23.700000000000003
82,29.1,9.4,44.1,1.9,40.4,0.9,76.3,0.2,1.7,3.7,1.0,0.0,1.5,1,0.3230240549828179,14.600000000000001
77,25.1,7.3,48.1,0.0,25.0,1.1,58.7,2.7,3.4,0.6,0.6,0.8,1.0,1,0.29083665338645415,14.399999999999999
62,21.8,7.9,39.6,0.7,28.7,1.6,75.2,1.0,2.2,1.2,0.7,1.1,1.7,0,0.3623853211009174,12.4
68,24.5,8.0,57.3,0.0,0.0,1.4,69.6,2.2,5.1,0.6,0.6,1.4,0.5,1,0.32653061224489793,17.4
41,16.6,4.6,37.9,0.8,38.2,0.4,61.5,0.6,1.2,1.6,0.7,0.2,0.8,0,0.2771084337349397,7.999999999999999
65,16.4,5.9,46.2,0.4,51.1,1.0,68.7,0.8,2.0,0.8,0.4,0.1,1.1,1,0.35975609756097565,8.9
71,16.3,4.8,50.9,0.0,0.0,0.9,62.0,1.8,2.7,0.5,0.4,0.8,0.7,1,0.29447852760736193,10.300000000000002
71,15.5,7.6,41.7,0.7,37.5,1.9,81.9,0.7,1.2,1.3,0.7,0.3,1.6,1,0.49032258064516127,10.200000000000001
64,15.3,3.9,43.7,0.1,40.9,0.7,64.6,0.5,1.0,2.4,0.6,0.2,1.6,1,0.2549019607843137,7.0
57,15.1,4.8,54.9,0.0,0.0,0.9,60.5,1.3,2.2,0.3,0.2,0.4,1.0,1,0.31788079470198677,8.200000000000001
72,14.6,5.1,39.0,0.0,100.0,1.5,63.7,1.3,2.8,0.6,0.3,1.0,1.2,1,0.3493150684931507,9.9
50,21.3,8.7,41.4,1.2,36.5,1.2,76.3,0.2,2.2,1.7,0.6,0.2,0.9,0,0.40845070422535207,12.599999999999998
61,14.2,5.4,46.5,0.9,46.4,0.7,82.4,0.5,1.1,1.6,0.6,0.1,1.1,1,0.3802816901408451,8.2
